desc,id,label,syn,syn_typ,syn_typ_id
"A double negative post-natal thymocyte that has a T cell receptor consisting of a gamma chain containing a Vgamma2 segment, and a delta chain. This cell type is CD4- negative, CD8-negative and CD24-positive.",CL:0002408,immature Vgamma2-negative thymocyte,Vgamma2-negative thymocyte,broad,1
"A thymocyte that has a T cell receptor consisting of a gamma chain containing Vgamma2 segment, and a delta chain. This cell type is CD4- negative, CD8-negative and CD24-negative. This cell-type is found in the fetal thymus.",CL:0002409,mature Vgamma2-negative thymocyte,Vgamma2-negative,exact,4
A gamma-delta receptor that expresses Vgamma1.1-Vdelta6.3 chains in the T-cell receptor.,CL:0002412,"Vgamma1.1-positive, Vdelta6.3-positive thymocyte","Vgamma1.1-positive, Vdelta6.3-positive thymocyte",label,5
A gamma-delta receptor that expresses Vgamma1.1 but does not express Vdelta6.3 chains in the T-cell receptor.,CL:0002411,"Vgamma1.1-positive, Vdelta6.3-negative thymocyte","Vgamma1.1-positive, Vdelta6.3-negative thymocyte",label,5
A gamma-delta receptor that expresses Vgamma1.1 but does not express Vdelta6.3 chains in the T-cell receptor.,CL:0002411,"Vgamma1.1-positive, Vdelta6.3-negative thymocyte","Vg1.1-positive, Vd6.3-negative T cell",exact,4
A gamma-delta receptor that expresses Vgamma1.1-Vdelta6.3 chains in the T-cell receptor.,CL:0002412,"Vgamma1.1-positive, Vdelta6.3-positive thymocyte",Vg1.1+Vd6.3+ T cell,exact,4
"A CD4-positive, CD25-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",Treg,broad,1
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,Tr1 cell,label,5
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,Tr1 T-lymphocyte,exact,4
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,Tr1 T-cell,exact,4
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,Tr1 T lymphocyte,exact,4
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,Tr1 T cell,exact,4
A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.,CL:0002061,T-helper 9 cell,Th9,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,Th22 cell,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,Th22 T-lymphocyte,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,Th22 T-cell,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,Th22 T lymphocyte,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,Th22 T cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,Th2 cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,Th2 T-lymphocyte,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,Th2 T-cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,Th2 T lymphocyte,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,Th2 T cell,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 cell,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 T-lymphocyte,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 T-cell,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 T lymphocyte,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 T cell,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,Th17 CD4+ T cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 T-lymphocyte,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 T-cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 T lymphocyte,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 T cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,Th1 CD4+ T cell,exact,4
"An antigen inexperienced CD4-positive, alpha-beta T cell with the phenotype CCR7-positive, CD127-positive and CD62L-positive. This cell type develops in the thymus. This cell type is also described as being CD25-negative, CD62L-high, and CD44-low.",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",Th0,exact,4
"A CD4-positive, CXCR5-positive, CCR7-negative alpha-beta T cell located in follicles of secondary lymph nodes that expresses is BCL6-high, ICOS-high and PD1-high, and stimulates follicular B cells to undergo class-switching and antibody production.",CL:0002038,T follicular helper cell,Tfh,exact,4
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,Tc2 cell,label,5
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,Tc2 T-lymphocyte,exact,4
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,Tc2 T-cell,exact,4
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,Tc2 T lymphocyte,exact,4
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,Tc2 T cell,exact,4
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 cell,label,5
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 T-lymphocyte,exact,4
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 T-cell,exact,4
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 T lymphocyte,exact,4
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 T cell,exact,4
"A CD8-positive, alpha-beta T cell that has the phenotype CXCR3-negative, CCR6-positive, CCR5-high, CD45RA-negative, and capable of producing IL-17 and some IFNg.",CL:0002128,Tc17 cell,Tc17 CD8+ T cell,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 cell,label,5
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 T-lymphocyte,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 T-cell,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 T lymphocyte,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 T cell,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,Tc1 CD8+ T cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,TN3 thymocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,TN3 cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,TN2 thymocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,TN2 cell,exact,4
"A CD8-positive, alpha beta memory T cell with the phenotype CD45RA-positive, CD45RO-negative, and CCR7-negative.",CL:0001062,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",TEMRA,exact,4
"CD4-positive, alpha-beta long-lived T cell with the phenotype CD45RO-positive and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000897,"CD4-positive, alpha-beta memory T cell",T4.Mem.Sp,related,2
"A thymocyte that has the phenotype CD4-negative, CD8-positive, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000805,immature single positive thymocyte,T.ISP.th,exact,4
A double-positive thymocyte that is large (i.e. has a high forward scatter signal in flow cytometry) and is actively proliferating.,CL:0002428,double-positive blast,T.DPb.Th,exact,4
A double-positive thymocyte that is CD69-positive and has begun positive selection.,CL:0002429,CD69-positive double-positive thymocyte,T.DP69+.Th,exact,4
"A double-positive, alpha-beta thymocyte that is small and not proliferating.",CL:0002427,resting double-positive thymocyte,T.DP.sm.Th,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,T.DN4.th,exact,4
"A CD4-positive, CD8-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",CL:0002435,"CD69-positive, CD8-positive single-positive thymocyte",T.8SP69+.Th,exact,4
"A CD8-positive, CD4-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002434,"CD24-positive, CD8 single-positive thymocyte",T.8SP24int.Th,exact,4
"A mature CD8-positive, CD4-negative alpha-beta T cell found in the thymus that is CD24-low and has high expression of the T cell receptor.",CL:0002437,mature CD8 single-positive thymocyte,T.8SP24-.Th,exact,4
"A CD8-positive, alpha-beta T cell that has not experienced activation via antigen contact and has the phenotype CD45RA-positive, CCR7-positive and CD127-positive. This cell type is also described as being CD25-negative, CD62L-high and CD44-low.",CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",T.8Nve.Sp,narrow,3
"A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000909,"CD8-positive, alpha-beta memory T cell",T.8Mem.Sp,exact,4
"A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD4 co-receptor.",CL:0002431,"CD4-positive, CD8-intermediate double-positive thymocyte",T.4int8+.th,exact,4
"A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD4 co-receptor.",CL:0002430,"CD4-intermediate, CD8-positive double-positive thymocyte",T.4int8+.Th,exact,4
"A CD4-positive, CD8-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",CL:0002433,"CD69-positive, CD4-positive single-positive thymocyte",T.4SP69+.Th,exact,4
"A CD4-positive, CD8-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002432,"CD24-positive, CD4 single-positive thymocyte",T.4SP24int.Th,exact,4
"A mature CD4-positive, CD8-negative alpha-beta T cell found in the thymus that is CD24-low and has high expression of the T cell receptor.",CL:0002436,mature CD4 single-positive thymocyte,T.4SP24-.Th,related,2
"An antigen inexperienced CD4-positive, alpha-beta T cell with the phenotype CCR7-positive, CD127-positive and CD62L-positive. This cell type develops in the thymus. This cell type is also described as being CD25-negative, CD62L-high, and CD44-low.",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",T.4Nve.Sp,exact,4
CD4-positive alpha-beta T cell with regulatory function that produces IL-10.,CL:0000901,Tr1 cell,T-regulatory T cell type 1,exact,4
A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex.,CL:0000084,T cell,T-lymphocyte,exact,4
A effector T cell that provides help in the form of secreted cytokines to other immune cells.,CL:0000912,helper T cell,T-helper cell,exact,4
A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.,CL:0002061,T-helper 9 cell,T-helper 9 cell,label,5
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,T-helper 22 cell,label,5
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,T-helper 2 cell,label,5
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,T-helper 17 cell,label,5
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,T-helper 1 cell,label,5
"A CD8-positive, alpha-beta positive T cell expressing GATA-3 and secreting IL-4.",CL:0000918,Tc2 cell,T-cytotoxic T cell type 2,exact,4
"A CD8-positive, alpha-beta positive T cell that has the phenotype T-bet-positive, eomesodermin-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000917,Tc1 cell,T-cytotoxic T cell type 1,exact,4
A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex.,CL:0000084,T cell,T-cell,exact,4
A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.,CL:0002061,T-helper 9 cell,T(H)-9 cell,exact,4
"CD4-positive, alpha-beta T cell that produces IL-22.",CL:0001042,T-helper 22 cell,T(H)-22 cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,T(H)-2 cell,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,T(H)-17 cell,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,T(H)-1 cell,exact,4
"A CD4-positive, CXCR5-positive, CCR7-negative alpha-beta T cell located in follicles of secondary lymph nodes that expresses is BCL6-high, ICOS-high and PD1-high, and stimulates follicular B cells to undergo class-switching and antibody production.",CL:0002038,T follicular helper cell,T(FH),exact,4
A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex.,CL:0000084,T cell,T lymphocyte,exact,4
A T-helper cell that is characterized by secreting interleukin 9 and responding to helminth infections. This cell-type can derives from Th2 cells in the presence of TGF-beta and IL-4. Th2 cytokine production is surpressed.,CL:0002061,T-helper 9 cell,T helper cells type 9,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype GATA-3-positive, CXCR3-negative, CCR6-negative, and is capable of producing interleukin-4.",CL:0000546,T-helper 2 cell,T helper cells type 2,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,T helper cells type 17,exact,4
"A CD4-positive, alpha-beta T cell that has the phenotype T-bet-positive, CXCR3-positive, CCR6-negative, and is capable of producing interferon-gamma.",CL:0000545,T-helper 1 cell,T helper cells type 1,exact,4
"A CD4-positive, CXCR5-positive, CCR7-negative alpha-beta T cell located in follicles of secondary lymph nodes that expresses is BCL6-high, ICOS-high and PD1-high, and stimulates follicular B cells to undergo class-switching and antibody production.",CL:0002038,T follicular helper cell,T follicular helper cell,label,5
A type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex.,CL:0000084,T cell,T cell,label,5
An immature alpha-beta T cell that is located in the thymus and is CD8-positive and CD4-negative.,CL:0000811,"CD8-positive, alpha-beta thymocyte",SP CD8 cell,exact,4
An immature alpha-beta T cell that is located in the thymus and is CD4-positive and CD8-negative.,CL:0000810,"CD4-positive, alpha-beta thymocyte",SP CD4 cell,exact,4
"A CD24-low, CD44-negative, NK1.1-negative NK T cell.",CL:0002040,immature NK T cell stage II,NKT.44-NK1.1-.Th,exact,4
"A CD24-low, CD44-positive, DX5-high, NK1.1-negative NK T cell.",CL:0002042,immature NK T cell stage IV,NKT.44+.NK1.1-.Th,broad,1
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell",NKT.4-.Sp,narrow,3
A type I NK T cell that has the phenotype CD4-positive.,CL:0000923,CD4-positive type I NK T cell,NKT.4+.SP,narrow,3
"A thymocyte that has the phenotype CD4-negative, CD8-positive, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000805,immature single positive thymocyte,ISP,exact,4
"CD4-positive, alpha-beta T cell with the phenotype RORgamma-t-positive, CXCR3-negative, CCR6-positive, and capable of producing IL-17.",CL:0000899,T-helper 17 cell,IL-17-producing CD4+ T helper,exact,4
A T cell that is located in the intestinal epithelium and is capable of a mucosal immune response.,CL:0002496,intraepithelial lymphocyte,IEL,exact,4
A thymocyte expressing the alpha-beta T cell receptor complex as well as both the CD4 and CD8 coreceptors.,CL:0000809,"double-positive, alpha-beta thymocyte",DP thymocyte,exact,4
A thymocyte expressing the alpha-beta T cell receptor complex as well as both the CD4 and CD8 coreceptors.,CL:0000809,"double-positive, alpha-beta thymocyte",DP cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 thymocyte,label,5
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 immature T-cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 immature T cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 alpha-beta immature T-lymphocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, CD25-negative, and pre-TCR-positive.",CL:0000808,DN4 thymocyte,DN4 alpha-beta immature T lymphocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 thymocyte,label,5
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 immature T cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 alpha-beta immature T-lymphocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 alpha-beta immature T-cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-negative, and CD25-positive and expressing the T cell receptor beta-chain in complex with the pre-T cell receptor alpha chain.",CL:0000807,DN3 thymocyte,DN3 alpha-beta immature T lymphocyte,exact,4
A DN2 thymocyte that is Kit-low.,CL:0002424,DN2b thymocyte,DN2b thymocyte,label,5
A DN2 thymocyte that is Kit-hi.,CL:0002423,DN2a thymocyte,DN2a thymocyte,label,5
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 thymocyte,label,5
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 immature T cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 alpha-beta immature T-lymphocyte,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 alpha-beta immature T-cell,exact,4
"A thymocyte that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-positive.",CL:0000806,DN2 thymocyte,DN2 alpha-beta immature T lymphocyte,exact,4
A mature gamma-delta T cell located in the epidermis that regulates wound healing.,CL:0000916,dendritic epidermal T cell,DETC,exact,4
A gamma-delta intraepithelial T cell that has the phenotype CD8-alpha alpha-positive.,CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell","CD8-positive, gamma-delta intraepithelial T-lymphocyte",exact,4
A gamma-delta intraepithelial T cell that has the phenotype CD8-alpha alpha-positive.,CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell","CD8-positive, gamma-delta intraepithelial T-cell",exact,4
A gamma-delta intraepithelial T cell that has the phenotype CD8-alpha alpha-positive.,CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell","CD8-positive, gamma-delta intraepithelial T lymphocyte",exact,4
An immature alpha-beta T cell that is located in the thymus and is CD8-positive and CD4-negative.,CL:0000811,"CD8-positive, alpha-beta thymocyte","CD8-positive, alpha-beta thymocyte",label,5
"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell","CD8-positive, alpha-beta regulatory T-lymphocyte",exact,4
"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell","CD8-positive, alpha-beta regulatory T-cell",exact,4
"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell","CD8-positive, alpha-beta regulatory T lymphocyte",exact,4
"A CD8-positive, alpha-beta T cell that regulates overall immune responses as well as the responses of other T cell subsets through direct cell-cell contact and cytokine release.",CL:0000795,"CD8-positive, alpha-beta regulatory T cell","CD8-positive, alpha-beta regulatory T cell",label,5
"A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T-lymphocyte",exact,4
"A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T-cell",exact,4
"A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T lymphocyte",exact,4
"A CD8-positive, alpha-beta T cell with memory phenotype indicated by being CD45RO and CD127-positive. This cell type is also described as being CD25-negative, CD44-high, and CD122-high.",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T cell",label,5
A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell","CD8-positive, alpha-beta intraepithelial T-lymphocyte",exact,4
A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell","CD8-positive, alpha-beta intraepithelial T-cell",exact,4
A alpha-beta intraepithelial T cell found in the columnar epithelium of the gastrointestinal tract. Intraepithelial T cells often have distinct developmental pathways and activation requirements.,CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell","CD8-positive, alpha-beta intraepithelial T lymphocyte",exact,4
An immature alpha-beta T cell that is located in the thymus and is CD8-positive and CD4-negative.,CL:0000811,"CD8-positive, alpha-beta thymocyte","CD8-positive, alpha-beta immature T-lymphocyte",exact,4
